"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","cond","cond_name","coordinates","correct","correct_instructions_p1","correct_instructions_p2","correct_response","correct_response_exp_1","correct_response_prac","correct_start_next_block","count_ITI_1","count_ITI_prac","count_RSVP_exp_1","count_RSVP_prac","count_break_1","count_experiment","count_experiment_end","count_experiment_loop_1","count_experiment_trial_1","count_feedback","count_feedback_prac","count_fixation_cross_exp_1","count_fixation_cross_prac","count_instructions_p1","count_instructions_p2","count_logger","count_practice_end","count_practice_loop","count_practice_trial","count_question_exp_1","count_question_prac","count_reset_feedback_exp_1","count_reset_feedback_prac","count_response_exp_1","count_response_prac","count_select","count_start_next_block","count_trigger_break_1","count_trigger_exp_end","count_trigger_fix_1","count_trigger_pracend","count_trigger_pracfix","count_trigger_question_1","count_trigger_question_prac","count_trigger_response_1","count_trigger_response_prac","count_triggers","datetime","delay_ITI_1","delay_ITI_prac","description","disable_garbage_collection","exp_question","exp_sentence","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","is_question","isi","item","keyboard_backend","live_row","live_row_practice_loop","logfile","lst","mouse_backend","np_in_question","opensesame_codename","opensesame_version","practice_question","practice_sentence","question_type","repeat_cycle","response","response_break_1","response_experiment_end","response_feedback","response_feedback_prac","response_instructions_p1","response_instructions_p2","response_practice_end","response_response_exp_1","response_response_prac","response_start_next_block","response_time","response_time_break_1","response_time_experiment_end","response_time_feedback","response_time_feedback_prac","response_time_instructions_p1","response_time_instructions_p2","response_time_practice_end","response_time_response_exp_1","response_time_response_prac","response_time_start_next_block","round_decimals","sampler_backend","session","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_np_gender","time_ITI_1","time_ITI_prac","time_RSVP_exp_1","time_RSVP_prac","time_break_1","time_experiment","time_experiment_end","time_experiment_loop_1","time_experiment_trial_1","time_feedback","time_feedback_prac","time_fixation_cross_exp_1","time_fixation_cross_prac","time_instructions_p1","time_instructions_p2","time_logger","time_practice_end","time_practice_loop","time_practice_trial","time_question_exp_1","time_question_prac","time_reset_feedback_exp_1","time_reset_feedback_prac","time_response_exp_1","time_response_prac","time_select","time_start_next_block","time_trigger_break_1","time_trigger_exp_end","time_trigger_fix_1","time_trigger_pracend","time_trigger_pracfix","time_trigger_question_1","time_trigger_question_prac","time_trigger_response_1","time_trigger_response_prac","time_triggers","title","total_correct","total_response_time","total_responses","type","uniform_coordinates","width","word_dur","word_no_distractor","word_no_post","word_no_precrit","word_no_prepre","word_no_subject","word_no_verb","words_in_sentence"
"100","100","1764","1764","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","8","1","8","1","NA","0","0","0","8","NA","0","8","1","0","0","10","0","0","1","8","1","8","1","8","1","0","NA","8","0","8","1","1","8","1","8","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Gaffer überschritt die Absperrung, um den Unfall, bei dem sich ein Transporter überschlagen hatte, besser sehen zu können.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","155","legacy","8","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","j","NA","NA","NA","space","space","space","space","j","f","NA","1298","NA","NA","NA","5166","560849","8769","4459","1298","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","765331","600492","768553","588885","NA","1283","NA","611322","768055","NA","601652","768058","588390","1290","562145","781996","606862","570915","588386","764030","599289","NA","NA","764030","599289","611322","NA","NA","NA","768553","606818","588885","764030","599289","765328","600490","1283","pandora_session1","2","3528","2","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","19"
"100","100","1779.6666666666667","1779.6666666666667","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","j","1","1","NA","9","1","9","1","NA","0","0","0","9","NA","0","9","1","0","0","11","0","0","1","9","1","9","1","9","1","0","NA","9","0","9","1","1","9","1","9","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","Hoffte der Mann, dass die Architektin zusagte?","Der Mann hoffte, dass die junge Architektin, die der Nachbar empfohlen hatte, endlich zusagte, damit er sein Traumhaus bauen konnte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","126","legacy","9","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","j","NA","NA","NA","space","space","space","space","j","f","NA","1811","NA","NA","NA","5166","560849","8769","4459","1811","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","781999","600492","785323","588885","NA","1283","NA","611322","784825","NA","601652","784828","588390","1290","562145","801280","606862","570915","588386","799468","599289","NA","NA","799469","599289","611322","NA","NA","NA","785323","606818","588885","799469","599289","801280","600490","1283","pandora_session1","3","5339","3","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","20"
"100","100","1779.6666666666667","1779.6666666666667","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","10","1","10","1","NA","0","0","0","10","NA","0","10","1","0","0","12","0","0","1","10","1","10","1","10","1","0","NA","10","0","10","1","1","10","1","10","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Er befürchtete, dass der unzuverlässige Student, der sich neulich für das Seminar angemeldet hatte, bald die Lust verlieren würde.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","144","legacy","10","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","j","NA","NA","NA","space","space","space","space","j","f","NA","1811","NA","NA","NA","5166","560849","8769","4459","1811","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","801283","600492","804502","588885","NA","1283","NA","611322","804003","NA","601652","804007","588390","1290","562145","818025","606862","570915","588386","799468","599289","NA","NA","799469","599289","611322","NA","NA","NA","804502","606818","588885","799469","599289","801280","600490","1283","pandora_session1","3","5339","3","filler","yes","1920","310","filler","filler","filler","filler","filler","filler","19"
"100","100","1987.75","1987.75","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","f","1","1","NA","11","1","11","1","NA","0","0","0","11","NA","0","11","1","0","0","13","0","0","1","11","1","11","1","11","1","0","NA","11","0","11","1","1","11","1","11","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War es der Leiharbeiter, der besonders aufpasste?","Der Architekt erzählte, dass der Maurer, der über den schlechten Leiharbeiter genörgelt hatte, immer besonders aufpasste, um Fehler zu vermeiden.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","5","legacy","11","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","distractor","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","main_verb","0","f","NA","NA","NA","space","space","space","space","f","f","NA","2612","NA","NA","NA","5166","560849","8769","4459","2612","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","818027","600492","821334","588885","NA","1283","NA","611322","820834","NA","601652","820839","588390","1290","562145","839400","606862","570915","588386","836788","599289","NA","NA","836788","599289","611322","NA","NA","NA","821334","606818","588885","836788","599289","839400","600490","1283","pandora_session1","4","7951","4","experimental","yes","1920","390","11","17","15","14","6","16","20"
"100","100","1987.75","1987.75","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","12","1","12","1","NA","0","0","0","12","NA","0","12","1","0","0","14","0","0","1","12","1","12","1","12","1","0","NA","12","0","12","1","1","12","1","12","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Er erzählte, dass die grauhaarige Buchhändlerin, die sich mit der Aushilfe regelmäßig gestritten hatte, inzwischen die Geduld verloren hatte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","143","legacy","12","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","NA","space","space","space","space","f","f","NA","2612","NA","NA","NA","5166","560849","8769","4459","2612","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","839403","600492","842627","588885","NA","1283","NA","611322","842128","NA","601652","842132","588390","1290","562145","856388","606862","570915","588386","836788","599289","NA","NA","836788","599289","611322","NA","NA","NA","842627","606818","588885","836788","599289","839400","600490","1283","pandora_session1","4","7951","4","filler","yes","1920","310","filler","filler","filler","filler","filler","filler","19"
"100","100","1801","1801","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","f","1","1","NA","13","1","13","1","NA","0","0","0","13","NA","0","13","1","0","0","15","0","0","1","13","1","13","1","13","1","0","NA","13","0","13","1","1","13","1","13","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War das Fell der Katze schwarz?","Die Erntehelferin sah, dass der Landwirt die Katze mit dem roten Fell verscheuchte, nachdem sie seine Tochter gekratzt hatte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","132","legacy","13","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","NA","space","space","space","space","f","f","NA","1054","NA","NA","NA","5166","560849","8769","4459","1054","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","856391","600492","859626","588885","NA","1283","NA","611322","859126","NA","601652","859131","588390","1290","562145","874112","606862","570915","588386","873057","599289","NA","NA","873057","599289","611322","NA","NA","NA","859626","606818","588885","873057","599289","874112","600490","1283","pandora_session1","5","9005","5","filler","yes","1920","310","filler","filler","filler","filler","filler","filler","19"
"100","100","1801","1801","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","14","1","14","1","NA","0","0","0","14","NA","0","14","1","0","0","16","0","0","1","14","1","14","1","14","1","0","NA","14","0","14","1","1","14","1","14","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Regisseur erkannte, dass die Schauspielerin, die über das schlechte Licht geschimpft hatte, immer ehrgeizig probte, um ihre Darbietung zu verbessern.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","36","legacy","14","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","f","NA","NA","NA","space","space","space","space","f","f","NA","1054","NA","NA","NA","5166","560849","8769","4459","1054","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","874114","600492","877501","588885","NA","1283","NA","611322","877001","NA","601652","877006","588390","1290","562145","893762","606862","570915","588386","873057","599289","NA","NA","873057","599289","611322","NA","NA","NA","877501","606818","588885","873057","599289","874112","600490","1283","pandora_session1","5","9005","5","experimental","yes","1920","410","11","17","15","14","6","16","21"
"100","100","1801","1801","#000000","no","xpyriment","legacy","legacy","0","d","HiSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","15","1","15","1","NA","0","0","0","15","NA","0","15","1","0","0","17","0","0","1","15","1","15","1","15","1","0","NA","15","0","15","1","1","15","1","15","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Teamarzt befürchtete, dass der Radprofi, der bezweifelt hatte, dass der Sponsor angenehm war, noch langfristig ausfiel, weil er unvernünftig war.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","23","legacy","15","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","f","NA","NA","NA","space","space","space","space","f","f","NA","1054","NA","NA","NA","5166","560849","8769","4459","1054","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","893766","600492","897159","588885","NA","1283","NA","611322","896661","NA","601652","896664","588390","1290","562145","913321","606862","570915","588386","873057","599289","NA","NA","873057","599289","611322","NA","NA","NA","897159","606818","588885","873057","599289","874112","600490","1283","pandora_session1","5","9005","5","experimental","yes","1920","270","12","18","16","15","6","17","21"
"100","100","1801","1801","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","16","1","16","1","NA","0","0","0","16","NA","0","16","1","0","0","18","0","0","1","16","1","16","1","16","1","0","NA","16","0","16","1","1","16","1","16","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Die Masseurin faltete das frische Handtuch mit den bestickten Enden, bevor sie den Kunden, der pünktlich angekommen war, begrüßte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","154","legacy","16","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","NA","space","space","space","space","f","f","NA","1054","NA","NA","NA","5166","560849","8769","4459","1054","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","913324","600492","916555","588885","NA","1283","NA","611322","916057","NA","601652","916060","588390","1290","562145","930082","606862","570915","588386","873057","599289","NA","NA","873057","599289","611322","NA","NA","NA","916555","606818","588885","873057","599289","874112","600490","1283","pandora_session1","5","9005","5","filler","yes","1920","370","filler","filler","filler","filler","filler","filler","19"
"100","100","1801","1801","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","17","1","17","1","NA","0","0","0","17","NA","0","17","1","0","0","19","0","0","1","17","1","17","1","17","1","0","NA","17","0","17","1","1","17","1","17","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Die gestresste Abiturientin, die die dringend empfohlene Literatur vollkommen ignoriert hatte, schummelte unauffällig, weil sie die Prüfung nicht wiederholen wollte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","138","legacy","17","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","NA","space","space","space","space","f","f","NA","1054","NA","NA","NA","5166","560849","8769","4459","1054","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","930085","600492","933387","588885","NA","1283","NA","611322","932889","NA","601652","932892","588390","1290","562145","948186","606862","570915","588386","873057","599289","NA","NA","873057","599289","611322","NA","NA","NA","933387","606818","588885","873057","599289","874112","600490","1283","pandora_session1","5","9005","5","filler","yes","1920","330","filler","filler","filler","filler","filler","filler","20"
"100","100","2025.8333333333333","2025.8333333333333","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","f","1","1","NA","18","1","18","1","NA","0","0","0","18","NA","0","18","1","0","0","20","0","0","1","18","1","18","1","18","1","0","NA","18","0","18","1","1","18","1","18","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War es die Ladeninhaberin, die geschwärmt hatte?","Die Ladeninhaberin vermutete, dass der Friseur, der von der tollen Schere geschwärmt hatte, immer unentwegt plauderte, um das Klischee zu erfüllen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","16","legacy","18","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","intro","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","relcl_verb","0","f","NA","NA","NA","space","space","space","space","f","f","NA","3150","NA","NA","NA","5166","560849","8769","4459","3150","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","948189","600492","951596","588885","NA","1283","NA","611322","951096","NA","601652","951101","588390","1290","562145","970856","606862","570915","588386","967706","599289","NA","NA","967706","599289","611322","NA","NA","NA","951596","606818","588885","967706","599289","970856","600490","1283","pandora_session1","6","12155","6","experimental","yes","1920","370","11","17","15","14","6","16","21"
"100","100","2025.8333333333333","2025.8333333333333","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","19","1","19","1","NA","0","0","0","19","NA","0","19","1","0","0","21","0","0","1","19","1","19","1","19","1","0","NA","19","0","19","1","1","19","1","19","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Die Schneiderin, die sehr geschickt war, bestickte die Decke mit einem aufwändigen Muster, nachdem sie die Vorlage aufgelegt hatte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","149","legacy","19","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","NA","space","space","space","space","f","f","NA","3150","NA","NA","NA","5166","560849","8769","4459","3150","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","970859","600492","974079","588885","NA","1283","NA","611322","973580","NA","601652","973584","588390","1290","562145","987623","606862","570915","588386","967706","599289","NA","NA","967706","599289","611322","NA","NA","NA","974079","606818","588885","967706","599289","970856","600490","1283","pandora_session1","6","12155","6","filler","yes","1920","310","filler","filler","filler","filler","filler","filler","19"
"100","100","2025.8333333333333","2025.8333333333333","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","20","1","20","1","NA","0","0","0","20","NA","0","20","1","0","0","22","0","0","1","20","1","20","1","20","1","0","NA","20","0","20","1","1","20","1","20","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Investor befürchtete, dass der Eigentümer, der von dem guten Unternehmer erzählt hatte, einfach voreilig verkaufte, bevor Gewinne maximiert wurden.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","53","legacy","20","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","f","NA","NA","NA","space","space","space","space","f","f","NA","3150","NA","NA","NA","5166","560849","8769","4459","3150","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","987628","600492","990928","588885","NA","1283","NA","611322","990429","NA","601652","990433","588390","1290","562145","1006477","606862","570915","588386","967706","599289","NA","NA","967706","599289","611322","NA","NA","NA","990928","606818","588885","967706","599289","970856","600490","1283","pandora_session1","6","12155","6","experimental","yes","1920","330","11","17","15","14","6","16","20"
"100","100","2025.8333333333333","2025.8333333333333","#000000","no","xpyriment","legacy","legacy","0","b","LoSyn/HiSem","uniform","1","undefined","undefined","NA","1","1","NA","21","1","21","1","NA","0","0","0","21","NA","0","21","1","0","0","23","0","0","1","21","1","21","1","21","1","0","NA","21","0","21","1","1","21","1","21","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Staatsanwalt sagte, dass die Zeugin, die über den brutalen Attentäter ausgesagt hatte, weiterhin bereitwillig kooperierte, weil sie Gerechtigkeit wollte.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","37","legacy","21","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","f","NA","NA","NA","space","space","space","space","f","f","NA","3150","NA","NA","NA","5166","560849","8769","4459","3150","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","fem","1006480","600492","1009808","588885","NA","1283","NA","611322","1009310","NA","601652","1009313","588390","1290","562145","1025417","606862","570915","588386","967706","599289","NA","NA","967706","599289","611322","NA","NA","NA","1009808","606818","588885","967706","599289","970856","600490","1283","pandora_session1","6","12155","6","experimental","yes","1920","330","11","17","15","14","6","16","20"
"100","100","2112.8571428571427","2112.8571428571427","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","f","1","1","NA","22","1","22","1","NA","0","0","0","22","NA","0","22","1","0","0","24","0","0","1","22","1","22","1","22","1","0","NA","22","0","22","1","1","22","1","22","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","War der linke Fuß des Stürmers verletzt?","Der Stürmer, dessen rechter Fuß verletzt war, schoss den Ball mit dem linken Fuß und traf die linke obere Torecke.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","yes","395","129","legacy","22","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","NA","space","space","space","space","f","f","NA","2635","NA","NA","NA","5166","560849","8769","4459","2635","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","1025421","600492","1028731","588885","NA","1283","NA","611322","1028231","NA","601652","1028236","588390","1290","562145","1045151","606862","570915","588386","1042515","599289","NA","NA","1042515","599289","611322","NA","NA","NA","1028731","606818","588885","1042515","599289","1045151","600490","1283","pandora_session1","7","14790","7","filler","yes","1920","350","filler","filler","filler","filler","filler","filler","20"
"100","100","2112.8571428571427","2112.8571428571427","#000000","no","xpyriment","legacy","legacy","0","f","filler","uniform","1","undefined","undefined","NA","1","1","NA","23","1","23","1","NA","0","0","0","23","NA","0","23","1","0","0","25","0","0","1","23","1","23","1","23","1","0","NA","23","0","23","1","1","23","1","23","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Die Rettungsschwimmerin beobachtete, dass die Surferin, die den riesigen Hai gesichtet hatte, gerade so noch entkam, weil ein Boot in der Nähe war.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","136","legacy","23","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","NA","xpyriment","filler_question","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","filler_question","0","f","NA","NA","NA","space","space","space","space","f","f","NA","2635","NA","NA","NA","5166","560849","8769","4459","2635","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","filler","1045153","600492","1048711","588885","NA","1283","NA","611322","1048212","NA","601652","1048215","588390","1290","562145","1064884","606862","570915","588386","1042515","599289","NA","NA","1042515","599289","611322","NA","NA","NA","1048711","606818","588885","1042515","599289","1045151","600490","1283","pandora_session1","7","14790","7","filler","yes","1920","270","filler","filler","filler","filler","filler","filler","23"
"100","100","2112.8571428571427","2112.8571428571427","#000000","no","xpyriment","legacy","legacy","0","a","LoSyn/LoSem","uniform","1","undefined","undefined","NA","1","1","NA","24","1","24","1","NA","0","0","0","24","NA","0","24","1","0","0","26","0","0","1","24","1","24","1","24","1","0","NA","24","0","24","1","1","24","1","24","1","0","Thu Jul 14 12:44:26 2022","1000","1000","The main experiment item","yes","NA","Der Nachfolger erwartete, dass der Geschäftsführer, der auf den erfolgreichen Abschluss gehofft hatte, jetzt schleunigst zurücktrat, um Platz zu machen.","opensesame_pandora_session1.osexp","/home/vlab/Desktop/Pandora_Session1","no","Times New Roman","no","45","no","#ffffff","no","yes","1020","no","395","28","legacy","24","1","/home/vlab/Desktop/Pandora_Session1/logs/subject-2.csv","2","xpyriment","NA","Lentiform Loewenfeld","3.3.12b1","War es das Kind, das ein Buch las?","Das Kind mit der blauen Hose spielte im Sandkasten und die Mutter las ein Buch.","NA","0","f","NA","NA","NA","space","space","space","space","f","f","NA","2635","NA","NA","NA","5166","560849","8769","4459","2635","1200","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","masc","1064888","600492","1068196","588885","NA","1283","NA","611322","1067696","NA","601652","1067701","588390","1290","562145","1083781","606862","570915","588386","1042515","599289","NA","NA","1042515","599289","611322","NA","NA","NA","1068196","606818","588885","1042515","599289","1045151","600490","1283","pandora_session1","7","14790","7","experimental","yes","1920","330","11","17","15","14","6","16","20"
