results_reception_time,md5_hash_participant_IP,controller_name,order_of_items,inner_element_num,label,v7,penn_element_type,penn_element_name,parameter,value,event_time,Prolific_ID_url,latin_square_list,item,condition,sentence,comments,TMD5hash,subject,Age,Sex
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,97,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876435079,65afb8aaf6e92db567f07068,0,93,c,Der Lehrling beobachtete%2C dass der Friseur%2C der gelästert hatte%2C dass die Haarfarbe unmöglich war%2C spät abends putzte%2C nachdem alle anderen gegangen waren.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,153,0,experiment-filler,NULL,Scale,judge,Choice,1,1717876445627,65afb8aaf6e92db567f07068,0,149,f,Der Paketbote übergab die Lieferung mit dem zerbrechlichen Inhalt%2C nachdem er den Empfänger%2C dessen Vermieter nicht funktionierte%2C ausfindig gemacht hatte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,103,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876457677,65afb8aaf6e92db567f07068,0,99,c,Der IT-Spezialist entdeckte%2C dass die Kollegin%2C die gewusst hatte%2C dass die Software problematisch war%2C dennoch absichtlich schwieg%2C um keine Aufmerksamkeit auf sich zu lenken.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,86,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876489471,65afb8aaf6e92db567f07068,0,82,d,Der Redakteur vermutete%2C dass der Schauspieler%2C der beklagt hatte%2C dass der Fotograf unprofessionell war%2C weiter angestrengt lächelte%2C um keine Schlagzeilen zu provozieren.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,80,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876500860,65afb8aaf6e92db567f07068,0,76,d,Der Regierungssprecher verkündete%2C dass der Politiker%2C der geglaubt hatte%2C dass der Informant zwielichtig war%2C noch heute zurücktrat%2C um Schaden abzuwenden.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,33,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876511031,65afb8aaf6e92db567f07068,0,29,c,Der Parkwächter beobachtete%2C dass die Tierpflegerin%2C die gemeckert hatte%2C dass das Gehege unzureichend war%2C noch geistesgegenwärtig eingriff%2C bevor eines der Tiere ausbrechen konnte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,141,0,experiment-filler,NULL,Scale,judge,Choice,1,1717876522477,65afb8aaf6e92db567f07068,0,137,f,Die Bassistin hatte in einem Obst ausgeplaudert%2C dass die coole Gitarristin bei Konzerten manchmal sang%2C um das Publikum zu überraschen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,21,0,experiment-critical,NULL,Scale,judge,Choice,4,1717876544652,65afb8aaf6e92db567f07068,0,17,c,Der Thronfolger offenbarte%2C dass der König%2C der gedroht hatte%2C dass die Vergeltung gnadenlos war%2C noch nicht abdankte%2C obwohl er krank war.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,51,0,experiment-critical,NULL,Scale,judge,Choice,5,1717876562813,65afb8aaf6e92db567f07068,0,47,c,Der Konzernchef wollte%2C dass der Biologe%2C der gehört hatte%2C dass der Ansatz vielversprechend war%2C dennoch geduldig wartete%2C bevor weitere Schritte unternommen wurden.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,8,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876570341,65afb8aaf6e92db567f07068,0,4,d,Der Lehrer vermutete%2C dass der Schüler%2C der berichtet hatte%2C dass der Busfahrer unangenehm war%2C mehrfach aggressiv brüllte%2C um einen Streit zu provozieren.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,157,0,experiment-filler,NULL,Scale,judge,Choice,4,1717876585171,65afb8aaf6e92db567f07068,0,153,f,Der Gaffer überschritt die Absperrung%2C um den Probanden%2C bei dem sich ein Transporter überschlagen hatte%2C besser sehen zu können.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,40,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876596427,65afb8aaf6e92db567f07068,0,36,d,Der Regisseur erkannte%2C dass die Schauspielerin%2C die geschimpft hatte%2C dass der Techniker schlecht war%2C immer ehrgeizig probte%2C um ihre Darbietung zu verbessern.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,13,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876609847,65afb8aaf6e92db567f07068,0,9,c,Der Naturschützer bewunderte%2C dass die Aktivistin%2C die gewarnt hatte%2C dass die Situation gefährlich war%2C weiterhin friedlich demonstrierte%2C um eine Veränderung zu bewirken.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,70,0,experiment-critical,NULL,Scale,judge,Choice,5,1717876620620,65afb8aaf6e92db567f07068,0,66,d,Die Ehefrau hoffte%2C dass der Soldat%2C der gehört hatte%2C dass der General waghalsig war%2C jetzt schnell zurückkam%2C um bei ihr zu sein.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,132,0,experiment-filler,NULL,Scale,judge,Choice,3,1717876629758,65afb8aaf6e92db567f07068,0,128,f,Der Jäger%2C der auf dem Hochsitz saß%2C beobachtete den Fuchs mit dem Fernglas%2C nachdem er das alte Mikroskop poliert hatte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,83,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876653797,65afb8aaf6e92db567f07068,0,79,c,Der Großvater berichtete%2C dass die Enkelin%2C die geschwärmt hatte%2C dass das Spiel geistreich war%2C immer gern redete%2C um zu erfahren%2C wie es ihm geht.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,101,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876661991,65afb8aaf6e92db567f07068,0,97,c,Der Produzent erduldete%2C dass die Regisseurin%2C die gemeckert hatte%2C dass der Drehort katastrophal war%2C andauernd weiter lästerte%2C um ihrem Ärger Luft zu machen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,118,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876675489,65afb8aaf6e92db567f07068,0,114,d,Die Leserin hörte%2C dass die Autorin%2C die geschwärmt hatte%2C dass die Lektorin fantastisch war%2C wieder eifrig schrieb%2C um das Werk zu vollenden.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,143,0,experiment-filler,NULL,Scale,judge,Choice,3,1717876684673,65afb8aaf6e92db567f07068,0,139,f,Der Wischmopp befürchtete%2C dass der unzuverlässige Student%2C der sich neulich für das Seminar angemeldet hatte%2C bald die Lust verlieren würde.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,75,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876712513,65afb8aaf6e92db567f07068,0,71,c,Die Verlobte unterstütze%2C dass der Sportler%2C der geträumt hatte%2C dass der Wettkampf großartig war%2C regelmäßig stundenlang joggte%2C um seine Ausdauer zu verbessern.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,56,0,experiment-critical,NULL,Scale,judge,Choice,5,1717876729432,65afb8aaf6e92db567f07068,0,52,d,Der Bruder berichtete%2C dass der Kranke%2C der gehört hatte%2C dass der Heilpraktiker alternativ war%2C zusätzlich regelmäßig meditierte%2C um die Schmerzen zu lindern.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,110,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876738662,65afb8aaf6e92db567f07068,0,106,d,Der Winzer lobte%2C dass die Gräfin%2C die erzählt hatte%2C dass der Handwerker unkompliziert war%2C enorm viel investierte%2C um den Gutshof zu retten.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,162,0,experiment-filler,NULL,Scale,judge,Choice,3,1717876753213,65afb8aaf6e92db567f07068,0,158,f,Der Journalist fand%2C dass die überzeugte Aktivistin%2C die sich jahrelang energisch für die Decke eingesetzt hatte%2C langsam einen Gang zurückschalten könnte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,77,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876765798,65afb8aaf6e92db567f07068,0,73,c,Der Passagier hoffte%2C dass die Schaffnerin%2C die gewettert hatte%2C dass der Anschlusszug verspätet war%2C jetzt bald pfiff%2C damit der Zug abfahren konnte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,69,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876775371,65afb8aaf6e92db567f07068,0,65,c,Der Zooleiter erklärte%2C dass die Tierpflegerin%2C die geschimpft hatte%2C dass der Stall unangemessen war%2C enorm viel leistete%2C um das Nashorn zu pflegen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,133,0,experiment-filler,NULL,Scale,judge,Choice,1,1717876787751,65afb8aaf6e92db567f07068,0,129,f,Der Teppichmacher%2C der früh in die Werkstatt gekommen war%2C reparierte den besonders schönen%2C alten Rhetorikkurs während er die Nachrichten hörte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,72,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876803776,65afb8aaf6e92db567f07068,0,68,d,Der Kommissar bemerkte%2C dass die Zeugin%2C die ausgesagt hatte%2C dass der Flüchtige auffällig war%2C dauerhaft leicht zitterte%2C obwohl es nicht kalt war.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,6,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876813511,65afb8aaf6e92db567f07068,0,2,d,Der Professor bemerkte%2C dass die Studentin%2C die argumentiert hatte%2C dass der Gastredner umstritten war%2C sehr sorgfältig argumentierte%2C um das Gremium zu überzeugen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,38,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876827139,65afb8aaf6e92db567f07068,0,34,d,Der Teamleiter erkannte%2C dass die Beamte%2C die genörgelt hatte%2C dass der Werksstudent unproduktiv war%2C sehr eifrig tippte%2C um pünktlich nach Hause gehen zu können.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,164,0,experiment-filler,NULL,Scale,judge,Choice,1,1717876833974,65afb8aaf6e92db567f07068,0,160,f,Die Standpauke%2C die bei allen Kunden wegen ihrer freundlichen Art sehr beliebt war%2C durfte spontan einen Tag Urlaub nehmen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,105,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876843544,65afb8aaf6e92db567f07068,0,101,c,Der Hauptmann befahl%2C dass der Rekrut%2C der geflucht hatte%2C dass die Grundausbildung unmenschlich war%2C sofort vorzeitig abreiste%2C bevor Unruhe entstand.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,94,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876855164,65afb8aaf6e92db567f07068,0,90,d,Der Matrose ertrug%2C dass der Kapitän%2C der gehofft hatte%2C dass der Elektriker erfolgreich war%2C wiederholt laut fluchte%2C als die Maschine versagte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,61,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876867142,65afb8aaf6e92db567f07068,0,57,c,Der Angehörige hörte%2C dass die Suchtkranke%2C die gewusst hatte%2C dass die Klinik renommiert war%2C weiter entschlossen durchhielt%2C um ihre Ehe zu retten.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,134,0,experiment-filler,NULL,Scale,judge,Choice,1,1717876876147,65afb8aaf6e92db567f07068,0,130,f,Der Mann beschimpfte die Postbotin%2C die viele negative Erfahrungen gemacht hatte%2C als sie den Zeitplan%2C der zum Gartentor rannte%2C schlug.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,124,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876900008,65afb8aaf6e92db567f07068,0,120,d,Das Opfer glaubte%2C dass die Kommissarin%2C die erfahren hatte%2C dass der Anrufer anonym war%2C weiter akribisch ermittelte%2C um eine Spur zu finden.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,37,0,experiment-critical,NULL,Scale,judge,Choice,6,1717876912249,65afb8aaf6e92db567f07068,0,33,c,Die Investorin erwartete%2C dass die Konzernchefin%2C die beklagt hatte%2C dass der Vertrag fragwürdig war%2C weiterhin gewinnbringend agierte%2C um schwarze Zahlen zu schreiben.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,15,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876923248,65afb8aaf6e92db567f07068,0,11,c,Der Chefredakteur vermutete%2C dass der Mitarbeiter%2C der erfahren hatte%2C dass die Geschichte erfunden war%2C auch gelegentlich schwindelte%2C um interessantere Artikel zu schreiben.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,163,0,experiment-filler,NULL,Scale,judge,Choice,1,1717876939625,65afb8aaf6e92db567f07068,0,159,f,Der Buchhändler erzählte%2C dass die grauhaarige Kollegin%2C die sich mit dem Park häufig gestritten hatte%2C inzwischen die Geduld verloren hatte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,24,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876949326,65afb8aaf6e92db567f07068,0,20,d,Die Lehrerin empfahl%2C dass die Schülerin%2C die geschwärmt hatte%2C dass die Schwester witzig war%2C nachmittags fleißig lernte%2C um eine gute Note zu bekommen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,30,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876955594,65afb8aaf6e92db567f07068,0,26,d,Der Kardiologe erwartete%2C dass die Apothekerin%2C die gewarnt hatte%2C dass der Patient kompliziert war%2C gewohnt professionell arbeitete%2C weil sie einen guten Ruf hatte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,67,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876963496,65afb8aaf6e92db567f07068,0,63,c,Der Barkeeper bemerkte%2C dass der Gast%2C der geschwärmt hatte%2C dass das Lied außergewöhnlich war%2C sehr ausgelassen feierte%2C um die Stimmung anzuheizen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,138,0,experiment-filler,NULL,Scale,judge,Choice,2,1717876977403,65afb8aaf6e92db567f07068,0,134,f,Der Mann vermutete%2C dass die eingeschnappte Taxifahrerin%2C die sich gegenüber dem Weinfest unhöflich benommen hatte%2C auch das Taxameter manipulieren würde.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,25,0,experiment-critical,NULL,Scale,judge,Choice,7,1717876990947,65afb8aaf6e92db567f07068,0,21,c,Der Aufsichtsrat ahnte%2C dass der Börsenmakler%2C der gehofft hatte%2C dass die Investition raffiniert war%2C wiederholt hinterhältig betrog%2C um Schulden zu begleichen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,120,0,experiment-critical,NULL,Scale,judge,Choice,7,1717877000602,65afb8aaf6e92db567f07068,0,116,d,Der Tourist bemerkte%2C dass der Taxifahrer%2C der genörgelt hatte%2C dass der Polizist unfair war%2C immer nervös zuckte%2C wenn eine Ampel rot wurde.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,100,0,experiment-critical,NULL,Scale,judge,Choice,7,1717877015399,65afb8aaf6e92db567f07068,0,96,d,Der Ersthelfer bedauerte%2C dass die Schwerverletzte%2C die erzählt hatte%2C dass der Autofahrer gefährlich war%2C leider tragischerweise verstarb%2C bevor professionelle Hilfe eintraf.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,145,0,experiment-filler,NULL,Scale,judge,Choice,1,1717877026090,65afb8aaf6e92db567f07068,0,141,f,Der Aufseher beobachtete kritisch%2C dass die Erntehelferin die Literatur mit der braunen Stelle pflückte%2C indem sie den Strunk durchschnitt.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,20,0,experiment-critical,NULL,Scale,judge,Choice,7,1717877043420,65afb8aaf6e92db567f07068,0,16,d,Die Ladeninhaberin vermutete%2C dass der Friseur%2C der geschwärmt hatte%2C dass die Kundin toll war%2C immer unentwegt plauderte%2C um das Klischee zu erfüllen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,121,0,experiment-critical,NULL,Scale,judge,Choice,7,1717877054772,65afb8aaf6e92db567f07068,0,117,c,Der Chefarzt munkelte%2C dass der Patient%2C der geklagt hatte%2C dass der Schmerz schrecklich war%2C draußen heimlich rauchte%2C um zu entspannen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,59,0,experiment-critical,NULL,Scale,judge,Choice,6,1717877070807,65afb8aaf6e92db567f07068,0,55,c,Der Schneider erzählte%2C dass der Designer%2C der verlangt hatte%2C dass das Material exklusiv war%2C oftmals gedankenlos einkaufte%2C ohne Preise zu beachten.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,130,0,experiment-filler,NULL,Scale,judge,Choice,3,1717877081095,65afb8aaf6e92db567f07068,0,126,f,Der Mann hoffte%2C dass die junge Architektin%2C die der Nachbar empfohlen hatte%2C endlich zusagte%2C damit er sein Messer bauen konnte.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
1717878146,4242d2e0a6fa7ccbf8e630717827fab0,PennController,32,0,experiment-critical,NULL,Scale,judge,Choice,6,1717877097189,65afb8aaf6e92db567f07068,0,28,d,Der Nachfolger erwartete%2C dass der Geschäftsführer%2C der gehofft hatte%2C dass der Mediator erfolgreich war%2C jetzt schleunigst zurücktrat%2C um Platz zu machen.,NULL,1717878146-4242d2e0a6fa7ccbf8e630717827fab0,plausib_anim2,35,Male
